2012,11,NaN,0,NaN,0
2012,12,NaN,0,NaN,0
2013,1,NaN,0,NaN,0
2013,2,NaN,0,NaN,0
2013,3,NaN,0,NaN,0
2013,4,NaN,0,NaN,0
2013,5,NaN,0,NaN,0
2013,6,NaN,0,NaN,0
2013,7,5.7654,85,73.493,85
2013,8,4.9983,122,81.241,133
2013,9,NaN,0,88.234,64
2013,10,NaN,0,NaN,0
2013,11,NaN,0,NaN,0
2013,12,NaN,0,NaN,0
2014,1,NaN,0,NaN,0
2014,2,NaN,0,NaN,0
2014,3,NaN,0,NaN,0
2014,4,NaN,0,NaN,0
2014,5,NaN,0,NaN,0
2014,6,NaN,0,NaN,0
2014,7,NaN,0,NaN,0
2014,8,NaN,0,NaN,0
2014,9,NaN,0,NaN,0
2014,10,NaN,0,NaN,0
2014,11,NaN,0,NaN,0
2014,12,NaN,0,NaN,0
