651125.5,7536375.59,1214,2.095564
651131.22,7536475.41,1201,2.275564
651119.77,7536275.77,1220,2.0736832
651114.04,7536175.95,1222,1.2924688
651025.67,7536381.32,1236,2.1739432
650925.85,7536387.05,1255,2.154136
650931.58,7536486.87,1245,1.9473376
650920.12,7536287.23,1259,2.2295488
650914.39,7536187.4,1257,2.35498
650908.67,7536087.58,1250,2.0896312
650826.03,7536392.78,1271,2.18398
650726.21,7536398.5,1288,1.69672
650737.66,7536598.15,1285,2.220772
650709.02,7536099.04,1276,2.0046496
650626.38,7536404.23,1305,1.7512888
650532.29,7536509.78,1323,1.965604
650538.02,7536609.6,1320,1.805188
650543.74,7536709.43,1314,1.382836
650520.83,7536310.14,1318,1.4031112
650515.1,7536210.31,1315,1.702264
650509.38,7536110.49,1312,1.585732
650426.74,7536415.69,1332,1.669252
650326.92,7536421.41,1341,1.603876
650338.37,7536621.06,1338,1.426252
650344.1,7536720.88,1332,0.892972
650321.19,7536321.59,1342,1.7003776
650309.73,7536121.95,1340,1.9973776
650304.01,7536022.12,1338,1.4420992
650227.09,7536427.14,1348,1.685668
650127.27,7536432.87,1355,1.517512
650027.45,7536438.6,1361,1.4196496
650038.9,7536638.24,1355,1.186096
650044.63,7536738.06,1352,0.921784
650021.72,7536338.77,1362,1.4873224
650010.27,7536139.13,1358,1.5082888
649998.81,7535939.49,1357,1.08094
649927.63,7536444.33,1367,1.417252
649839.26,7536649.7,1364,0.817628
649844.99,7536749.52,1362,0.769212
649727.98,7536455.78,1379,0.955732
649716.53,7536256.14,1379,1.5503224
649699.34,7535956.67,1372,0.9202
649628.16,7536461.51,1387,0.902868
649539.79,7536666.88,1394,0.3932912
649522.61,7536367.41,1394,1.2680104
649516.88,7536267.59,1389,1.2825976
649511.16,7536167.77,1384,1.122304
649505.43,7536067.95,1381,0.8993344
649499.7,7535968.13,1390,0.6329184
649428.52,7536472.96,1407,0.9664384
649328.69,7536478.69,1415,0.8189368
649317.24,7536279.05,1405,0.8152776
649129.05,7536490.15,1459,0.4945192
649046.41,7536795.34,1510,0.5861584
649006.32,7536096.59,1480,0.72468
648958.04,7537000.71,1548,0.28464
648829.59,7536507.33,1496,0.076724
648841.04,7536706.97,1499,0.3855008
648818.13,7536307.69,1494,0.114672
648806.67,7536108.04,1501,0.4516232
648758.4,7537012.17,1567,0.2971936
648769.86,7537211.81,1589,0.163068
648629.94,7536518.79,1505,-0.404616
648612.76,7536219.32,1516,-0.7069312
648595.57,7535919.85,1568,-0.1401464
648558.76,7537023.62,1581,-0.276952
648570.21,7537223.27,1603,-0.330868
648359.11,7537035.08,1612,-1.3691168
648370.57,7537234.72,1619,-0.7676984
