1617404,7537021,1223.425573,3.558625
1617411,7537120,1210.12852,5.308612
1617397,7536919,1229.524729,3.187687
1617304,7537027,1243.999946,3.604081
1617204,7537035,1262.420704,3.154993
1617211,7537133,1252.642737,3.356828
1617218,7537234,1245.002371,nan
1617197,7536934,1264.594404,3.42017
1617190,7536835,1262.918617,3.375322
1617183,7536734,1259.541821,3.1297
1617105,7537042,1277.701912,3.285018
1617005,7537049,1294.045134,nan
1617019,7537247,1294.33512,2.85013
1616998,7536948,1290.34069,nan
1616984,7536749,1283.485133,3.2576
1616905,7537056,1311.259316,2.884233
1616805,7537063,1326.29284,2.884917
1616812,7537163,1327.44202,2.975715
1616819,7537263,1324.782362,3.357246
1616826,7537360,1319.0468,2.237218
1616798,7536963,1324.659462,2.973853
1616791,7536864,1322.848804,nan
1616784,7536762,1319.947145,nan
1616705,7537071,1337.678919,3.62736
1616606,7537078,1346.62421,nan
1616613,7537177,1345.30536,2.623499
1616620,7537276,1343.13796,2.487625
1616627,7537376,1338.674487,nan
1616599,7536976,1347.081435,2.642145
1616585,7536778,1344.617694,2.871246
1616578,7536676,1341.321067,2.790436
1616506,7537084,1354.591008,2.397815
1616406,7537089,1361.647682,2.595207
1616306,7537097,1368.273415,3.288207
1616320,7537298,1361.980319,2.05027
1616327,7537395,1360.538164,2.089345
1616299,7536998,1369.105728,2.659841
1616285,7536799,1364.234775,2.523777
1616271,7536599,1359.185151,nan
1616207,7537104,1375.006563,2.325435
1616107,7537111,1381.978619,nan
1616121,7537312,1371.621419,nan
1616128,7537410,1373.759988,nan
1616007,7537118,1389.777412,2.067358
1616000,7537018,1390.402339,nan
1615993,7536919,1388.295343,2.398005
1615986,7536820,1384.826768,nan
1615979,7536720,1379.825058,nan
1615907,7537124,1397.904841,nan
1615808,7537133,1404.643325,nan
1615821,7537331,1409.532706,nan
1615800,7537033,1401.920853,2.762828
1615793,7536932,1396.838289,2.311384
1615786,7536834,1390.789248,nan
1615779,7536734,1389.590227,nan
1615772,7536634,1400.03353,nan
1615708,7537140,1415.858035,nan
1615608,7537146,1430.739206,2.60675
1615594,7536948,1418.868283,0.103421
1615408,7537161,1473.644029,nan
1615330,7537468,1519.562132,1.374
1615280,7536768,1487.108999,2.52746
1615244,7537674,1557.077638,0.954955
1615109,7537181,1500.072529,0.515465
1615123,7537382,1516.312418,1.269905
1615095,7536982,1501.655877,0.133261
1615081,7536783,1504.139675,0.96265
1615045,7537688,1585.880877,0.654507
1615059,7537888,1608.417987,0.777675
1614910,7537196,1508.132858,0.175955
1614888,7536896,1524.060873,0.16775
1614874,7536698,1558.300339,0.75318
1614845,7537702,1601.608903,0.41883
1614859,7537902,1627.3354,-0.1811
1614873,7538100,1660.715636,0.208668
1614659,7537916,1637.743163,nan
1614696,7538110,1661.623149,-0.06867
