TIMESTAMP,aT_05_avg,aT_1_avg,aT_2_avg,RH_05_avg,RH_1_avg,RH_2_avg,SW_avg,SWrefl_avg,LW_avg,LWout_avg,WS_avg,WS_std,WS_min,WS_max,WD_avg,WD_std,Prec_tot
2014-04-09 16:00,-8.6,-8.5,-8,74,77,78,206,138,192,263,1.3,0.7,0,3.4,110,59.1,0
2014-04-09 17:00,-12.3,-10.1,-9.5,75,83,85,29,27,190,251,1.4,0.8,0,4.2,258,66.6,0
2014-04-09 18:00,-12.6,-10.1,-9.6,76,84,85,21,20,194,249,1.2,0.8,0,3.7,293,45.9,0
2014-04-09 19:00,-13.5,-10.7,-9.6,79,83,84,0,4,204,249,2,0.6,0.3,3.8,253,13.2,0
2014-04-09 20:00,-10.5,-8.3,-8.2,77,78,80,0,0,234,256,1,0.6,0,2.5,251,33.5,0
2014-04-09 21:00,-10.1,-8,-7.8,78,77,79,0,0,252,263,0.8,0.5,0,3.1,NaN,47.7,0
2014-04-09 22:00,-8.7,-7.2,-6.9,77,78,79,0,0,250,266,0.9,0.6,0,2.5,24,49.5,0
2014-04-09 23:00,-8,-6.8,-6.5,79,82,83,0,0,264,270,0.8,0.5,0,2.3,239,62.8,0
2014-04-10 00:00,-7.7,-6.2,-5.9,83,84,85,0,0,271,274,1,0.4,0,2.1,253,21.3,0
2014-04-10 01:00,-6.6,-5.9,-5.7,83,86,88,0,0,280,279,0.9,0.6,0,2.7,NaN,57.8,0
2014-04-10 02:00,-7,-6.4,-6.2,86,90,92,0,0,282,279,0.9,0.5,0,2.1,250,20.4,0
2014-04-10 03:00,-7,-6,-5.8,83,89,92,0,0,284,277,0.5,0.3,0,1.5,NaN,24.4,0
2014-04-10 04:00,-8.7,-7,-6.5,84,91,94,4,4,281,270,0.9,0.4,0,2.4,286,34.8,0
2014-04-10 05:00,-8.3,-6.6,-6.1,78,88,90,65,52,282,267,1,0.7,0,3,311,47.8,0
2014-04-10 06:00,-4.1,-4.7,-4.4,72,79,81,201,164,291,276,1.7,1.1,0,6.1,106,68,0
2014-04-10 07:00,-0.8,-2,-1.7,64,69,70,361,293,257,286,2.6,1.6,0.1,9.5,222,50.7,0
2014-04-10 08:00,-2.9,-2.6,-2.2,74,71,71,264,214,255,293,6.8,2.2,2.5,11.7,282,19.1,0
2014-04-10 09:00,-1.6,-1.8,-1.3,66,65,64,532,426,217,295,5.9,1.7,2.2,9.9,246,17.4,0
2014-04-10 10:00,-1.5,-1.8,-1.2,68,66,65,633,499,211,298,6.7,1.4,1.6,9.4,250,14.8,0
2014-04-10 11:00,-1.5,-1.7,-1.3,66,64,64,650,505,208,298,6.3,1.5,3.1,10.1,241,22.3,0
2014-04-10 12:00,-1.5,-1.8,-1.5,62,59,60,625,481,204,296,5.7,1.5,2.3,9.9,244,20.6,0
2014-04-10 13:00,NaN,NaN,NaN,71,71,71,500,382,212,292,3.6,1.4,0.2,9,153,40.7,0
2014-04-10 14:00,-4.7,-5.2,-4.9,77,81,83,311,247,234,284,1.2,0.6,0,2.7,163,52.5,0
2014-04-10 15:00,-5,-5.8,-5.5,74,82,83,238,193,245,282,1.1,0.4,0,2.5,56,33,0
2014-04-10 16:00,-6.1,-6.6,-6.4,76,85,86,190,150,244,278,0.9,0.4,0,2.1,53,25.9,0
2014-04-10 17:00,-7.6,-7.4,-7.3,82,90,92,52,44,244,274,1,0.5,0,3.4,239,24.7,0
2014-04-10 18:00,-9.5,-8.1,-7.7,83,90,92,24,21,212,259,0.9,0.6,0,3,183,51.3,0
2014-04-10 19:00,-9.1,-8.2,-7.9,86,93,95,9,6,255,269,1.2,0.7,0,3.5,247,69.2,0
2014-04-10 20:00,-7.4,-6.8,-6.7,85,89,90,0,0,276,278,1.1,0.5,0,3.1,37,45.5,0
2014-04-10 21:00,-6.9,-6.1,-5.9,84,87,88,0,0,279,280,0.7,0.6,0,2.4,NaN,43.2,0
2014-04-10 22:00,-6.3,-5.8,-5.7,83,86,87,0,0,286,284,1.3,0.9,0,9.4,198,74.8,0
2014-04-10 23:00,-3.1,-2.4,-2.3,80,74,74,0,0,291,295,6.2,3,1.1,15.3,233,38.4,0
2014-04-11 00:00,-4.4,-3.6,-3.4,85,77,79,0,0,263,290,7.5,3.6,1.1,18,246,27.5,0
2014-04-11 01:00,-4.8,-4.2,-4,82,78,79,0,0,254,286,6,3,0.6,13.4,239,37.7,0
2014-04-11 02:00,-4.5,-3.9,-3.8,80,77,78,0,0,268,288,6.4,3,1,16.3,223,32.2,0
2014-04-11 03:00,-4.4,-3.7,-3.6,81,76,77,0,0,265,289,7.3,2.5,1.4,12.8,238,23.3,0
2014-04-11 04:00,-4.5,-3.6,-3.4,82,75,76,13,7,249,288,8,2.3,3,16.2,245,25.7,0
2014-04-11 05:00,-3.9,-3.3,-3.1,77,74,75,109,90,262,290,6.1,1.6,0.6,10.7,243,19.4,0
2014-04-11 06:00,-3.7,-3.3,-3.1,81,77,77,164,138,288,294,6.3,2,0.7,11.4,247,20.3,0
2014-04-11 07:00,-3.4,-3.1,-2.8,82,78,78,272,234,292,296,6.9,2.3,1.1,13.1,239,24.7,0
2014-04-11 08:00,-3.4,-3,-2.8,80,77,78,275,239,292,296,7.2,2.8,2.1,13.4,220,28.4,0
2014-04-11 09:00,-3.3,-2.9,-2.7,80,77,77,287,253,293,296,7.5,2.6,1.3,13.1,219,20.7,0
2014-04-11 10:00,-2.8,-2.7,-2.3,79,75,75,475,417,293,298,6.8,2.6,0.4,12.8,234,31.8,0
2014-04-11 11:00,-3.3,-3.1,-2.9,81,79,79,347,307,293,297,7.1,2.8,0.5,14.7,225,21.1,0
2014-04-11 12:00,-3.3,-3,-2.8,81,78,79,305,269,293,296,7.3,2.5,1.6,13.2,222,21.8,0
2014-04-11 13:00,-3.6,-3.3,-3.1,84,81,81,251,219,293,296,8.9,2.8,1.3,17.2,227,22.4,0
2014-04-11 14:00,-3.8,-3.4,-3.2,84,80,80,202,174,291,295,9.3,3.5,1.2,18.3,214,17.2,0
2014-04-11 15:00,-4,-3.5,-3.3,85,81,82,124,107,291,294,9.7,4.3,1.7,21.1,209,27,0
