TIMESTAMP,aT_05_avg,aT_1_avg,aT_2_avg,RH_05_avg,RH_1_avg,RH_2_avg,SW_avg,SWrefl_avg,LW_avg,LWout_avg,WS_avg,WS_std,WS_min,WS_max,WD_avg,WD_std,Prec_tot
2018-05-23 15:00,-2.1,-1.8,-1.8,68,65,62,555,342,213,308,0,0,0,0,NaN,0,0
2018-05-23 16:00,-2.5,-2.5,-2.5,65,64,62,167,111,210,299,0,0,0,0,NaN,0,0
2018-05-23 17:00,-3,-2.9,-2.8,65,63,61,49,39,206,292,0,0,0,0,NaN,0,0
2018-05-23 18:00,-2.8,-2.7,-2.5,56,54,52,36,30,206,288,0,0,0,0,NaN,0,0
2018-05-23 19:00,-3.2,-2.9,-2.7,59,57,55,25,23,207,284,0,0,0,0,NaN,0,0
2018-05-23 20:00,-3.5,-3.2,-2.9,57,55,52,18,19,206,279,0,0,0,0,NaN,0,0
2018-05-23 21:00,-3.8,-3.4,-2.9,53,50,48,14,12,207,277,0,0,0,0,NaN,0,0
2018-05-23 22:00,-3.9,-3.4,-3,52,49,46,NaN,6,209,276,0,0,0,0,NaN,0,0
2018-05-23 23:00,-2.8,-2.5,-2.2,50,48,46,NaN,3,226,280,0,0,0,0,NaN,0,0
2018-05-24 00:00,-3.3,-2.9,-2.6,57,55,52,0,1,247,282,0,0,0,0,NaN,0,0
2018-05-24 01:00,-3.9,-2.8,-2.4,48,45,42,9,6,254,286,0,0,0,0,NaN,0,0
2018-05-24 02:00,-0.4,-0.2,-0.1,42,40,38,11,9,268,293,0,0,0,0,NaN,0,0
2018-05-24 03:00,0.2,0.4,0.5,39,38,35,28,21,287,296,0,0,0,0,NaN,0,0
2018-05-24 04:00,0.2,0.4,0.5,37,35,33,60,40,291,299,0,0,0,0,NaN,0,0
2018-05-24 05:00,-1,-0.9,-0.8,50,49,47,97,67,292,300,0,0,0,0,NaN,0,0
2018-05-24 06:00,-0.5,-0.5,-0.4,51,49,47,175,116,283,301,0,0,0,0,NaN,0,0
2018-05-24 07:00,-0.6,-0.6,-0.5,56,54,52,217,145,284,302,0,0,0,0,NaN,0,0
2018-05-24 08:00,-0.3,-0.2,-0.2,54,53,51,272,179,276,304,0,0,0,0.1,NaN,2.3,0
2018-05-24 09:00,0.1,0.1,0.2,54,53,51,347,228,276,306,0,0,0,0,NaN,0,0
2018-05-24 10:00,1.2,1.2,1.3,49,48,46,483,308,268,310,0,0,0,0,NaN,0,0
2018-05-24 11:00,2.1,2.4,2.4,44,42,41,637,409,282,316,0,0,0,0,NaN,0,0
