101,2009,1,100,-13.165,-12.823,-13.498,78.247,1.896,311.23,0.03281,-1.0483,0,0,0,3.9984,3,-12.947,-12.478,-13.642,83.861,-13.152,3,-13.812,45,876.66
103,2009,1,100,-12.478,
101,2009,1,200,-12.447,-12.025,-12.968,68.617,2.665,210.82,0.04014,-1.0655,0,0,0,9.6138,136,-12.244,-11.796,-12.56,61.918,-12.543,159,-13.575,100,876.39
101,2009,1,300,-12.673,-12.346,-12.958,78.062,2.5378,134.68,0.03798,-1.0871,0,0,0,12.358,208,-12.946,-12.643,-13.152,81.729,-12.577,200,-13.186,259,876.66
101,2009,1,400,-12.436,-12.044,-12.836,76.428,2.8999,140.28,0.03865,-1.0785,0,0,0,8.5946,329,-12.493,-12.189,-12.796,79.767,-12.526,336,-13.304,311,876.39
103,2009,1,400,-12.189,
101,2009,1,500,-12.586,-12.236,-12.909,82.456,2.7081,166.16,0.03453,-1.0763,0,0,0,5.88,422,-12.781,-12.416,-13.033,84.605,-12.729,401,-13.186,459,876.53
101,2009,1,600,-12.526,-12.161,-12.888,81.159,2.118,164.48,0.03271,-1.0753,0,0,0,6.7424,541,-12.514,-12.23,-12.864,80.9,-12.593,536,-13.186,505,876.26
101,2009,1,700,-12.58,-12.208,-12.968,81.365,2.2053,281.62,0.03312,-1.0699,0,0,0,5.047,607,-12.596,-12.231,-12.915,80.612,-12.678,652,-13.287,616,876.53
103,2009,1,700,-12.231,
101,2009,1,800,-12.157,-11.747,-12.579,72.358,3.0405,141.13,0.03601,-1.0958,0,0,0,9.6922,734,-11.832,-11.382,-12.255,61.682,-12.187,748,-12.898,700,876.53
101,2009,1,900,-11.926,-11.496,-12.345,63.416,3.1872,153.44,0.0361,-1.0914,0,0,0,9.8196,829,-11.791,-11.362,-12.306,60.142,-12.187,800,-12.526,832,877.19
101,2009,1,1000,-11.931,-11.507,-12.356,61.777,3.1227,164.86,0.03801,-0.89604,0,0,0,9.2708,919,-11.893,-11.382,-12.323,58.044,-12.187,914,-12.509,921,877.19
103,2009,1,1000,-11.382,
101,2009,1,1100,-12.06,-11.636,-12.47,60.651,3.0923,162.64,0.03774,0.28285,0,0,0,8.9572,1027,-12.1,-11.714,-12.526,59.601,-12.289,1004,-12.61,1055,877.32
101,2009,1,1200,-12.339,-11.945,-12.656,64.283,2.071,176.44,0.04114,1.1616,0,0,0,9.6334,1159,-12.328,-12.085,-12.78,62.426,-12.458,1102,-12.949,1151,877.32
101,2009,1,1300,-12.458,-12.077,-12.797,64.206,2.7973,109.36,0.03689,0.93275,0,0,0,9.3884,1235,-13.443,-13.264,-13.355,75.926,-12.627,1233,-13.406,1259,877.45
103,2009,1,1300,-13.264,
101,2009,1,1400,-12.998,-12.647,-13.426,74.33,2.7055,286.3,0.03318,-0.33467,0,0,0,7.9282,1348,-13.319,-13.16,-13.372,75.08,-12.83,1314,-14.048,1342,877.32
101,2009,1,1500,-12.562,-12.157,-13.034,67.491,2.5611,242.3,0.04277,-1.0569,0,0,0,7.2716,1418,-13.174,-12.789,-13.304,78.244,-12.509,1443,-13.625,1407,877.45
101,2009,1,1600,-12.339,-11.894,-12.873,63.119,2.8401,179.01,0.04142,-1.0785,0,0,0,9.1238,1524,-12.224,-11.796,-12.526,60.531,-12.458,1554,-13.507,1502,877.45
103,2009,1,1600,-11.796,
101,2009,1,1700,-12.294,-11.886,-12.675,62.493,3.1055,185.59,0.04019,-1.0666,0,0,0,13.808,1659,-12.533,-12.043,-12.949,65.539,-12.458,1604,-12.949,1700,877.32
101,2009,1,1800,-12.279,-11.86,-12.741,61.091,3.7733,187.75,0.04266,-1.0828,0,0,0,9.7314,1727,-12.203,-11.774,-12.661,59.076,-12.543,1750,-12.966,1700,877.32
101,2009,1,1900,-12.345,-11.925,-12.735,61.455,2.1166,211.71,0.04385,-1.0763,0,0,0,9.7412,1845,-12.472,-12.106,-12.712,60.261,-12.543,1807,-12.881,1828,877.45
103,2009,1,1900,-12.106,
101,2009,1,2000,-12.984,-12.627,-13.379,72.811,2.2587,299.62,0.03154,-1.0504,0,0,0,5.1646,1938,-13.153,-12.85,-13.456,76.857,-12.746,1901,-13.659,1940,877.59
101,2009,1,2100,-13.126,-12.773,-13.58,79.499,2.5479,306.92,0.02693,-1.0364,0,0,0,6.8306,2028,-13.195,-12.871,-13.625,82.321,-13.406,2000,-13.812,2028,877.72
101,2009,1,2200,-12.905,-12.493,-13.455,78.01,2.6071,262.89,0.03884,-1.0191,0,0,0,6.8012,2145,-12.513,-12.106,-12.881,66.622,-12.78,2159,-13.812,2114,877.59
103,2009,1,2200,-12.106,
101,2009,1,2300,-12.666,-12.293,-12.973,72.373,2.3807,140.01,0.0371,-1.0396,0,0,0,7.9772,2252,-12.742,-12.438,-13.033,74.336,-12.763,2202,-13.236,2238,877.19
101,2009,1,2400,-12.799,-12.426,-13.108,77.412,2.8192,141.3,0.02766,-1.0493,0,0,0,5.8114,2346,-12.493,-12.024,-13,75.148,-12.898,2301,-13.287,2338,876.53
124,2009,1,2400,-12.524,-12.135,-12.925,70.963,-11.155,757,-13.408,1340,13.808,1659,2.669,193.31,-0.79577,0,12.573,0,0,877.03,
101,2009,2,100,-12.361,-11.927,-12.786,66.449,3.7872,147.48,0.03548,-1.0634,0,0,0,11.672,28,-12.307,-11.858,-12.695,63.441,-12.56,39,-13.05,0,876.26
103,2009,2,100,-11.858,
101,2009,2,200,-12.551,-12.167,-12.916,71.239,3.9771,140.7,0.02956,-1.0796,0,0,0,8.036,142,-12.471,-12.024,-12.864,70.276,-12.695,101,-13.033,129,876.26
101,2009,2,300,-12.484,-12.098,-12.87,74.032,3.7958,138.2,0.03117,-1.0526,0,0,0,10.584,255,-12.389,-11.961,-12.864,73.355,-12.712,206,-13,240,875.86
101,2009,2,400,-12.439,-12.054,-12.856,74.221,4.8325,140.35,0.02798,-1.0915,0,0,0,8.9278,312,-12.348,-11.982,-12.847,73.761,-12.678,358,-13,318,875.2
103,2009,2,400,-11.982,
101,2009,2,500,-12.329,-11.936,-12.746,75.089,4.5574,142.7,0.03036,-1.0936,0,0,0,9.6824,441,-12.349,-11.962,-12.78,75.892,-12.526,447,-12.881,409,875.07
101,2009,2,600,-12.243,-11.851,-12.662,73.21,4.4133,153.46,0.03571,-1.0904,0,0,0,10.143,536,-12.306,-11.92,-12.678,75.402,-12.475,544,-12.796,503,874.8
101,2009,2,700,-12.11,-11.714,-12.53,71.615,3.4055,152.92,0.03533,-1.0763,0,0,0,7.399,651,-12.039,-11.652,-12.458,68.296,-12.34,644,-12.661,605,874.54
103,2009,2,700,-11.652,
101,2009,2,800,-12.389,-12.046,-12.647,75.588,1.9559,127.44,0.03502,-1.0655,0,0,0,7.889,701,-12.68,-12.376,-12.83,79.225,-12.441,700,-12.881,755,874.4
101,2009,2,900,-12.84,-12.496,-13.193,84.053,2.1483,298.87,0.0278,-1.0817,0,0,0,4.0376,815,-12.885,-12.499,-13.27,85.265,-12.796,800,-13.389,828,874.4
101,2009,2,1000,-12.797,-12.462,-13.199,85.056,2.1367,306.19,0.02465,-0.92843,0,0,0,3.9592,916,-12.864,-12.541,-13.203,85.434,-13.067,914,-13.321,944,874.4
103,2009,2,1000,-12.541,
101,2009,2,1100,-12.875,-12.512,-13.304,85.141,1.8142,301.75,0.02863,0.32063,0,0,0,2.9596,1051,-12.782,-12.54,-13.287,84.74,-13.169,1002,-13.422,1055,874.14
101,2009,2,1200,-12.814,-12.433,-13.256,84,2.2057,299.01,0.03492,1.3613,0,0,0,5.9486,1124,-12.761,-12.354,-13.152,84.148,-13.084,1109,-13.439,1124,874.4
101,2009,2,1300,-12.601,-12.157,-13.051,73.189,1.9948,126.07,0.03271,1.397,0,0,0,6.4288,1235,-13.959,-13.883,-13.372,73.862,-12.763,1244,-13.372,1300,874.27
103,2009,2,1300,-13.883,
101,2009,2,1400,-13.951,-13.551,-14.235,83.616,1.2946,301.5,0.03525,-0.15222,0,0,0,3.0086,1300,-14.62,-14.111,-14.827,82.761,-13.406,1300,-14.928,1359,874.4
101,2009,2,1500,-14.467,-13.885,-15.143,79.84,3.5683,95.662,0.03205,-1.017,0,0,0,7.007,1439,-14.728,-14.116,-15.022,71.872,-14.81,1400,-15.603,1415,874.54
101,2009,2,1600,-14.141,-13.442,-14.917,62.041,4.9007,114.95,0.03006,-1.0009,0,0,0,10.466,1555,-13.978,-13.448,-15.089,61.229,-14.615,1542,-15.207,1519,874.54
103,2009,2,1600,-13.448,
101,2009,2,1700,-14.064,-13.494,-14.821,62.04,6.409,114,0.0353,-0.94371,0,0,0,12.701,1610,-14.702,-14.007,-14.818,60.907,-14.48,1638,-15.123,1607,874.14
101,2009,2,1800,-14.069,-13.484,-14.79,54.416,6.8369,130.51,0.03309,-0.96422,0,0,0,13.916,1738,-14.041,-13.325,-14.953,54.696,-14.497,1734,-15.072,1711,873.61
101,2009,2,1900,-14.066,-13.476,-14.837,52.497,7.5792,124.03,0.02916,-0.95883,0,0,0,11.838,1810,-14.409,-13.982,-14.75,49.788,-14.513,1853,-15.055,1810,874.4
103,2009,2,1900,-13.982,
101,2009,2,2000,-14.264,-13.6,-15.049,50.599,5.9152,126.15,0.02739,-0.97827,0,0,0,9.0454,1912,-13.891,-12.989,-14.7,46.488,-14.547,1958,-15.529,1928,874.54
