2008-01-01 01:00:00,0.0,302.4,0.0278,0.06,1
2008-01-01 02:00:00,0.0,298.8,0.0379,0.11,116
2008-01-01 03:00:00,0.0,297.4,0.0433,0.06,224
2008-01-01 04:00:00,0.0,301.8,0.0341,0.09,324
2008-01-01 05:00:00,0.0,297.0,0.0378,0.08,400
2008-01-01 06:00:00,0.0,295.1,0.0462,0.07,510
2008-01-01 07:00:00,0.0,294.1,0.0474,0.04,617
2008-01-01 08:00:00,0.0,293.0,0.0491,0.09,759
2008-01-01 09:00:00,0.0,286.6,0.0328,0.06,807
2008-01-01 10:00:00,0.0,288.0,0.0506,0.09,956
2008-01-01 11:00:00,0.0,293.0,0.0491,0.08,1021
2008-01-01 12:00:00,0.0,285.9,0.0471,0.07,1151
2008-01-01 13:00:00,0.0,289.1,0.0379,0.08,1241
2008-01-01 14:00:00,0.0,288.0,0.0404,0.09,1319
2008-01-01 15:00:00,0.0,284.6,0.0427,0.10,1453
2008-01-01 16:00:00,0.0,290.9,0.0439,0.09,1535
2008-01-01 17:00:00,0.0,289.2,0.0400,0.15,1648
2008-01-01 18:00:00,0.0,280.9,0.0342,0.08,1738
2008-01-01 19:00:00,0.0,290.1,0.0418,0.15,1816
2008-01-01 20:00:00,0.0,282.3,0.0329,0.08,1911
2008-01-01 21:00:00,0.0,285.4,0.0387,0.05,2020
2008-01-01 22:00:00,0.0,286.0,0.0354,0.09,2107
2008-01-01 23:00:00,0.0,282.2,0.0355,0.12,2224
2008-01-02 00:00:00,0.0,282.5,0.0343,0.06,2326
2008-01-02 01:00:00,0.0,276.7,0.0205,0.05,1
2008-01-02 02:00:00,0.0,278.5,0.0314,0.07,124
2008-01-02 03:00:00,0.0,279.4,0.0312,0.07,243
2008-01-02 04:00:00,0.0,283.5,0.0338,0.07,332
2008-01-02 05:00:00,0.0,281.9,0.0291,0.10,437
2008-01-02 06:00:00,0.0,280.1,0.0308,0.07,557
2008-01-02 07:00:00,0.0,284.7,0.0318,0.10,620
2008-01-02 08:00:00,0.0,284.7,0.0360,0.08,734
2008-01-02 09:00:00,0.0,279.7,0.0264,0.03,823
2008-01-02 10:00:00,0.0,278.9,0.0271,0.05,913
2008-01-02 11:00:00,0.0,282.0,0.0305,0.10,1020
2008-01-02 12:00:00,0.0,272.6,0.0315,0.02,1100
2008-01-02 13:00:00,0.0,279.0,0.0321,0.05,1236
2008-01-02 14:00:00,0.0,286.1,0.0390,0.05,1323
2008-01-02 15:00:00,0.0,282.7,0.0404,0.08,1459
2008-01-02 16:00:00,0.0,276.3,0.0305,0.07,1542
2008-01-02 17:00:00,0.0,278.7,0.0264,0.07,1647
2008-01-02 18:00:00,0.0,276.6,0.0271,0.04,1737
2008-01-02 19:00:00,0.0,278.5,0.0350,0.09,1856
2008-01-02 20:00:00,0.0,285.4,0.0407,0.08,1949
2008-01-02 21:00:00,0.0,282.9,0.0296,0.10,2055
2008-01-02 22:00:00,0.0,278.7,0.0304,0.10,2123
2008-01-02 23:00:00,0.0,279.5,0.0306,0.08,2242
2008-01-03 00:00:00,0.0,279.0,0.0354,0.11,2346
2008-01-03 01:00:00,0.0,277.3,0.0219,0.10,59
2008-01-03 02:00:00,0.0,275.9,0.0307,0.08,107
2008-01-03 03:00:00,0.0,277.4,0.0239,0.12,228
2008-01-03 04:00:00,0.0,274.8,0.0288,0.12,355
2008-01-03 05:00:00,0.0,276.1,0.0279,0.05,401
2008-01-03 06:00:00,0.0,276.8,0.0285,0.06,509
2008-01-03 07:00:00,0.0,280.3,0.0339,0.12,647
2008-01-03 08:00:00,0.0,274.7,0.0227,0.05,706
2008-01-03 09:00:00,0.0,274.0,0.0230,0.05,832
2008-01-03 10:00:00,0.0,288.4,0.0392,0.10,925
2008-01-03 11:00:00,0.0,277.1,0.0254,0.12,1006
2008-01-03 12:00:00,0.0,281.5,0.0364,0.17,1107
2008-01-03 13:00:00,0.0,283.6,0.0263,0.16,1242
2008-01-03 14:00:00,0.0,275.3,0.0321,0.11,1321
2008-01-03 15:00:00,0.0,282.6,0.0342,0.12,1405
