0,25,25,570,8,0.453591588,12.5,0.25,0.113397897,0.113397897,1
25,50,25,510,8,0.405845105,37.5,0.5,0.101461276,0.214859173,1
50,75,25,500,8,0.397887358,62.5,0.75,0.099471839,0.314331013,1
75,100,25,540,8,0.429718346,87.5,1,0.107429587,0.421760599,1
100,125,25,550,8,0.437676094,112.5,1.25,0.109419023,0.531179623,1
125,147,22,420,8,0.379801569,136,1.47,0.083556345,0.614735968,1
0,25,25,520,8,0.413802852,12.5,0.25,0.103450713,0.103450713,2
25,50,25,530,8,0.421760599,37.5,0.5,0.10544015,0.208890863,2
50,75,25,540,8,0.429718346,62.5,0.75,0.107429587,0.316320449,2
75,100,25,500,8,0.397887358,87.5,1,0.099471839,0.415792289,2
100,110,10,200,8,0.397887358,105,1.1,0.039788736,0.455581025,2
0,25,25,430,8,0.342183128,12.5,0.25,0.085545782,0.085545782,3
25,50,25,570,8,0.453591588,37.5,0.5,0.113397897,0.198943679,3
50,75,25,530,8,0.421760599,62.5,0.75,0.10544015,0.304383829,3
75,100,25,520,8,0.413802852,87.5,1,0.103450713,0.407834542,3
100,125,25,520,8,0.413802852,112.5,1.25,0.103450713,0.511285255,3
125,150,25,510,8,0.405845105,137.5,1.5,0.101461276,0.612746531,3
150,159,9,145,8,0.320520372,154.5,1.59,0.028846833,0.641593364,3
0,25,25,435,8,0.346162001,12.5,0.25,0.0865405,0.0865405,4
25,50,25,475,8,0.37799299,37.5,0.5,0.094498247,0.181038748,4
50,75,25,540,8,0.429718346,62.5,0.75,0.107429587,0.288468334,4
75,100,25,530,8,0.421760599,87.5,1,0.10544015,0.393908484,4
100,125,25,590,8,0.469507082,112.5,1.25,0.117376771,0.511285255,4
125,150,25,560,8,0.445633841,137.5,1.5,0.11140846,0.622693715,4
150,175,25,580,8,0.461549335,162.5,1.75,0.115387334,0.738081049,4
175,200,25,600,8,0.477464829,187.5,2,0.119366207,0.857447256,4
200,225,25,550,8,0.437676094,212.5,2.25,0.109419023,0.966866279,4
225,241,16,300,8,0.373019398,233,2.41,0.059683104,1.026549383,4
0,25,25,280,8,0.22281692,12.5,0.25,0.05570423,0.05570423,5
25,50,25,410,8,0.326267633,37.5,0.5,0.081566908,0.137271138,5
50,75,25,350,8,0.27852115,62.5,0.75,0.069630288,0.206901426,5
75,100,25,410,8,0.326267633,87.5,1,0.081566908,0.288468334,5
100,137,37,690,8,0.371003077,118.5,1.37,0.137271138,0.425739473,5
137,158,21,450,8,0.426307883,147.5,1.58,0.089524655,0.515264128,5
158,179,21,425,8,0.402624112,168.5,1.79,0.084551064,0.599815192,5
179,195,16,425,8,0.528444147,187,1.95,0.084551064,0.684366255,5
195,204,9,220,8,0.486306771,199.5,2.04,0.043767609,0.728133865,5
204,229,25,500,8,0.397887358,216.5,2.29,0.099471839,0.827605704,5
229,251,22,490,8,0.44310183,240,2.51,0.097482403,0.925088107,5
251,286,35,840,8,0.477464829,268.5,2.86,0.16711269,1.092200797,5
286,307,21,490,8,0.464201917,296.5,3.07,0.097482403,1.1896832,5
307,328,21,510,8,0.483148934,317.5,3.28,0.101461276,1.291144476,5
328,349,21,450,8,0.426307883,338.5,3.49,0.089524655,1.380669131,5
349,374,25,670,8,0.533169059,361.5,3.74,0.133292265,1.513961396,5
374,387,13,330,8,0.505010877,380.5,3.87,0.065651414,1.57961281,5
387,407,20,480,8,0.477464829,397,4.07,0.095492966,1.675105776,5
407,428,21,510,8,0.483148934,417.5,4.28,0.101461276,1.776567052,5
428,449,21,530,8,0.502095951,438.5,4.49,0.10544015,1.882007202,5
449,465,16,580,8,0.721170836,457,4.65,0.115387334,1.997394536,5
465,474,9,430,8,0.950508688,469.5,4.74,0.085545782,2.082940318,5
474,500,26,720,8,0.550920957,487,5,0.143239449,2.226179766,5
500,524,24,530,8,0.439333957,512,5.24,0.10544015,2.331619916,5
524,557,33,950,8,0.572716651,540.5,5.57,0.188996495,2.520616411,5
0,25,25,230,8,0.183028185,12.5,0.25,0.045757046,0.045757046,6
25,50,25,345,8,0.274542277,37.5,0.5,0.068635569,0.114392615,6
50,75,25,405,8,0.32228876,62.5,0.75,0.08057219,0.194964805,6
75,94,19,520,8,0.544477437,84.5,0.94,0.103450713,0.298415518,6
94,112,18,375,8,0.414465998,103,1.12,0.07460388,0.373019398,6
112,130,18,350,8,0.386834931,121,1.3,0.069630288,0.442649685,6
130,151,21,435,8,0.412097621,140.5,1.51,0.0865405,0.529190186,6
151,172,21,380,8,0.359993324,161.5,1.72,0.075598598,0.604788784,6
172,202,30,740,8,0.490727741,187,2.02,0.147218322,0.752007106,6
202,223,21,470,8,0.4452549,212.5,2.23,0.093503529,0.845510635,6
223,249,26,570,8,0.436145758,236,2.49,0.113397897,0.958908532,6
249,276,27,590,8,0.43472878,262.5,2.76,0.117376771,1.076285303,6
276,296,20,530,8,0.527200749,286,2.96,0.10544015,1.181725452,6
296,310,14,420,8,0.596831037,303,3.1,0.083556345,1.265281798,6
310,337,27,630,8,0.464201917,323.5,3.37,0.125334518,1.390616315,6
337,365,28,600,8,0.426307883,351,3.65,0.119366207,1.509982523,6
365,392,27,700,8,0.515779908,378.5,3.92,0.139260575,1.649243098,6
392,412,20,480,8,0.477464829,402,4.12,0.095492966,1.744736064,6
412,433,21,530,8,0.502095951,422.5,4.33,0.10544015,1.850176213,6
433,454,21,550,8,0.521042968,443.5,4.54,0.109419023,1.959595237,6
454,477,23,760,8,0.657379113,465.5,4.77,0.151197196,2.110792433,6
477,504,27,670,8,0.493675055,490.5,5.04,0.133292265,2.244084698,6
504,538,34,810,8,0.473954058,521,5.38,0.16114438,2.405229077,6
538,565,27,960,8,0.707355303,551.5,5.65,0.190985932,2.596215009,6
565,585,20,480,8,0.477464829,575,5.85,0.095492966,2.691707975,6
