0,5,5,5,5,0.296,2.5,0.05,0.0148,0.0148,1
5,10,5,5,5,0.376,7.5,0.1,0.0188,0.0336,1
10,15,5,5,5,0.398,12.5,0.15,0.0199,0.0535,1
15,20,5,5,5,0.421,17.5,0.2,0.02105,0.07455,1
20,25,5,5,5,0.409,22.5,0.25,0.02045,0.095,1
25,30,5,5,5,0.376,27.5,0.3,0.0188,0.1138,1
30,35,5,5,5,0.308,32.5,0.35,0.0154,0.1292,1
35,40,5,5,5,0.353,37.5,0.4,0.01765,0.14685,1
40,45,5,5,5,0.403,42.5,0.45,0.02015,0.167,1
45,50,5,5,5,0.303,47.5,0.5,0.01515,0.18215,1
50,55,5,5,5,0.3,52.5,0.55,0.015,0.19715,1
55,60,5,5,5,0.312,57.5,0.6,0.0156,0.21275,1
60,65,5,5,5,0.363,62.5,0.65,0.01815,0.2309,1
65,70,5,5,5,0.357,67.5,0.7,0.01785,0.24875,1
70,75,5,5,5,0.305,72.5,0.75,0.01525,0.264,1
75,80,5,5,5,0.302,77.5,0.8,0.0151,0.2791,1
80,85,5,5,5,0.377,82.5,0.85,0.01885,0.29795,1
85,90,5,5,5,0.306,87.5,0.9,0.0153,0.31325,1
90,95,5,5,5,0.364,92.5,0.95,0.0182,0.33145,1
95,100,5,5,5,0.411,97.5,1,0.02055,0.352,1
100,105,5,5,5,0.241,102.5,1.05,0.01205,0.36405,1
105,110,5,5,5,0.256,107.5,1.1,0.0128,0.37685,1
110,115,5,5,5,0.278,112.5,1.15,0.0139,0.39075,1
115,120,5,5,5,0.193,117.5,1.2,0.00965,0.4004,1
120,125,5,5,5,0.245,122.5,1.25,0.01225,0.41265,1
125,130,5,5,5,0.256,127.5,1.3,0.0128,0.42545,1
130,135,5,5,5,0.42,132.5,1.35,0.021,0.44645,1
0,5,5,5,5,0.32,2.5,0.05,0.016,0.016,2
5,10,5,5,5,0.32,7.5,0.1,0.016,0.032,2
10,15,5,5,5,0.34,12.5,0.15,0.017,0.049,2
15,20,5,5,5,0.38,17.5,0.2,0.019,0.067,2
20,25,5,5,5,0.3,22.5,0.25,0.015,0.083,2
25,30,5,5,5,0.3,27.5,0.3,0.015,0.097,2
30,35,5,5,5,0.36,32.5,0.35,0.018,0.115,2
35,40,5,5,5,0.3,37.5,0.4,0.015,0.13,2
40,45,5,5,5,0.3,42.5,0.45,0.015,0.145,2
