0,10,10,0,0,0,0.42,0.42,5,0.1,0.042,0.042,1
10,20,10,0,0,0,0.4,0.4,15,0.2,0.04,0.082,1
20,30,10,0,0,0,0.41,0.41,25,0.3,0.041,0.123,1
30,40,10,0,0,0,0.38,0.38,35,0.4,0.038,0.161,1
40,50,10,0,0,0,0.45,0.45,45,0.5,0.045,0.206,1
50,60,10,0,0,0,0.42,0.42,55,0.6,0.042,0.248,1
60,70,10,0,0,0,0.6,0.6,65,0.7,0.06,0.308,1
70,80,10,0,0,0,0.48,0.48,75,0.8,0.048,0.356,1
80,90,10,0,0,0,0.48,0.48,85,0.9,0.048,0.404,1
90,100,10,0,0,0,0.44,0.44,95,1,0.044,0.448,1
100,110,10,0,0,0,0.42,0.42,105,1.1,0.042,0.49,1
110,120,10,0,0,0,0.4,0.4,115,1.2,0.04,0.53,1
120,130,10,0,0,0,0.45,0.45,125,1.3,0.045,0.575,1
130,140,10,0,0,0,0.47,0.47,135,1.4,0.047,0.622,1
140,150,10,0,0,0,0.47,0.47,145,1.5,0.047,0.669,1
150,160,10,0,0,0,0.4,0.4,155,1.6,0.04,0.709,1
160,170,10,0,0,0,0.41,0.41,165,1.7,0.041,0.75,1
170,180,10,0,0,0,0.43,0.43,175,1.8,0.043,0.793,1
180,190,10,0,0,0,0.5,0.5,185,1.9,0.05,0.843,1
190,200,10,0,0,0,0.35,0.35,195,2,0.035,0.878,1
0,10,10,0,0,0,0.38,0.38,5,0.1,0.038,0.038,2
10,20,10,0,0,0,0.36,0.36,15,0.2,0.036,0.074,2
20,30,10,0,0,0,0.33,0.33,25,0.3,0.033,0.107,2
30,40,10,0,0,0,0.37,0.37,35,0.4,0.037,0.144,2
40,50,10,0,0,0,0.38,0.38,45,0.5,0.038,0.182,2
50,60,10,0,0,0,0.45,0.45,55,0.6,0.045,0.227,2
60,70,10,0,0,0,0.43,0.43,65,0.7,0.043,0.27,2
70,80,10,0,0,0,0.4,0.4,75,0.8,0.04,0.31,2
80,90,10,0,0,0,0.38,0.38,85,0.9,0.038,0.348,2
90,100,10,0,0,0,0.44,0.44,95,1,0.044,0.392,2
100,110,10,0,0,0,0.46,0.46,105,1.1,0.046,0.438,2
110,120,10,0,0,0,0.45,0.45,115,1.2,0.045,0.483,2
120,130,10,0,0,0,0.38,0.38,125,1.3,0.038,0.521,2
130,140,10,0,0,0,0.41,0.41,135,1.4,0.041,0.562,2
140,150,10,0,0,0,0.45,0.45,145,1.5,0.045,0.607,2
150,160,10,0,0,0,0.38,0.38,155,1.6,0.038,0.645,2
0,10,10,0,0,0,0.3,0.3,5,0.1,0.03,0.03,3
10,20,10,0,0,0,0.36,0.36,15,0.2,0.036,0.066,3
20,30,10,0,0,0,0.25,0.25,25,0.3,0.025,0.091,3
30,40,10,0,0,0,0.35,0.35,35,0.4,0.035,0.126,3
40,50,10,0,0,0,0.35,0.35,45,0.5,0.035,0.161,3
50,60,10,0,0,0,0.38,0.38,55,0.6,0.038,0.199,3
60,70,10,0,0,0,0.45,0.45,65,0.7,0.045,0.244,3
70,80,10,0,0,0,0.41,0.41,75,0.8,0.041,0.285,3
80,90,10,0,0,0,0.43,0.43,85,0.9,0.043,0.328,3
90,100,10,0,0,0,0.4,0.4,95,1,0.04,0.368,3
100,110,10,0,0,0,0.4,0.4,105,1.1,0.04,0.408,3
110,120,10,0,0,0,0.44,0.44,115,1.2,0.044,0.452,3
120,130,10,0,0,0,0.46,0.46,125,1.3,0.046,0.498,3
130,140,10,0,0,0,0.4,0.4,135,1.4,0.04,0.538,3
140,150,10,0,0,0,0.35,0.35,145,1.5,0.035,0.573,3
150,160,10,0,0,0,0.45,0.45,155,1.6,0.045,0.618,3
160,170,10,0,0,0,0.47,0.47,165,1.7,0.047,0.665,3
170,180,10,0,0,0,0.46,0.46,175,1.8,0.046,0.711,3
