0,25,25,340,8,0.270563403,12.5,0.25,0.067640851,0.067640851,1
25,50,25,395,8,0.314331013,37.5,0.5,0.078582753,0.146223604,1
50,78,28,580,7.5,0.468875515,64,0.78,0.131285144,0.277508748,1
78,102,24,515,7.5,0.485717308,90,1.02,0.116572154,0.394080902,1
102,124,22,395,7.5,0.406407774,113,1.24,0.08940971,0.483490612,1
124,149,25,475,7.5,0.430072024,136.5,1.49,0.107518006,0.591008618,1
0,25,25,355,8,0.282500024,12.5,0.25,0.070625006,0.070625006,2
25,72,47,720,7.5,0.346754599,48.5,0.72,0.162974662,0.233599668,2
72,90,18,270,7.5,0.339530545,81,0.9,0.061115498,0.294715166,2
90,107,17,265,7.5,0.352845469,98.5,1.07,0.05998373,0.354698896,2
107,120,13,270,7.5,0.470119217,113.5,1.2,0.061115498,0.415814394,2
120,136,16,570,7.5,0.806385045,128,1.36,0.129021607,0.544836001,2
0,25,25,305,8,0.242711288,12.5,0.25,0.060677822,0.060677822,3
25,50,25,380,8,0.302394392,37.5,0.5,0.075598598,0.13627642,3
25,67,42,355,7.5,0.191322768,46,0.67,0.080355562,0.216631982,3
67,76,9,215,7.5,0.540733831,71.5,0.76,0.048666045,0.265298027,3
76,90,14,280,7.5,0.452707394,83,0.9,0.063379035,0.328677062,3
90,115,25,485,7.5,0.439126172,102.5,1.15,0.109781543,0.438458605,3
115,138,23,430,7.5,0.423182998,126.5,1.38,0.09733209,0.535790695,3
138,149,11,200,7.5,0.411552176,143.5,1.49,0.045270739,0.581061434,3
149,173,24,490,7.5,0.462138798,161,1.73,0.110913311,0.691974746,3
173,192,19,405,7.5,0.482490775,182.5,1.92,0.091673247,0.783647993,3
192,210,18,320,7.5,0.402406572,201,2.1,0.072433183,0.856081176,3
210,222,12,265,7.5,0.499864414,216,2.22,0.05998373,0.916064906,3
222,244,22,405,7.5,0.416696578,233,2.44,0.091673247,1.007738153,3
244,254,10,165,7.5,0.3734836,249,2.54,0.03734836,1.045086513,3
254,279,25,1025,7.5,0.928050157,266.5,2.79,0.232012539,1.277099052,3
279,284,5,125,7.5,0.565884242,281.5,2.84,0.028294212,1.305393264,3
0,25,25,250,8,0.198943679,12.5,0.25,0.04973592,0.04973592,4
25,50,25,400,8,0.318309886,37.5,0.5,0.079577472,0.129313391,4
50,75,25,305,8,0.242711288,62.5,0.75,0.060677822,0.189991213,4
75,90,15,305,7.5,0.460252517,82.5,0.9,0.069037878,0.259029091,4
90,111,21,325,7.5,0.350309293,100.5,1.11,0.073564951,0.332594042,4
111,128,17,380,7.5,0.505967087,119.5,1.28,0.086014405,0.418608447,4
128,143,15,270,7.5,0.407436654,135.5,1.43,0.061115498,0.479723945,4
143,170,27,560,7.5,0.469474334,156.5,1.7,0.12675807,0.606482016,4
170,184,14,265,7.5,0.428455212,177,1.84,0.05998373,0.666465745,4
184,194,10,210,7.5,0.475342763,189,1.94,0.047534276,0.714000022,4
194,210,16,325,7.5,0.459780947,202,2.1,0.073564951,0.787564973,4
210,236,26,555,7.5,0.483178084,223,2.36,0.125626302,0.913191275,4
236,256,20,400,7.5,0.452707394,246,2.56,0.090541479,1.003732753,4
256,275,19,425,7.5,0.50631748,265.5,2.75,0.096200321,1.099933075,4
275,292,17,350,7.5,0.466022317,283.5,2.92,0.079223794,1.179156869,4
292,310,18,395,7.5,0.496720613,301,3.1,0.08940971,1.268566579,4
310,319,9,235,7.5,0.591034653,314.5,3.19,0.053193119,1.321759698,4
319,328,9,225,7.5,0.565884242,323.5,3.28,0.050929582,1.372689279,4
328,344,16,385,7.5,0.544663583,336,3.44,0.087146173,1.459835453,4
344,362,18,380,7.5,0.477857804,353,3.62,0.086014405,1.545849857,4
362,394,32,750,7.5,0.530516477,378,3.94,0.169765273,1.71561513,4
394,410,16,420,7.5,0.594178454,402,4.1,0.095068553,1.810683683,4
410,415,5,115,7.5,0.520613503,412.5,4.15,0.026030675,1.836714358,4
415,426,11,290,7.5,0.596750655,420.5,4.26,0.065642572,1.90235693,4
426,430,4,130,7.5,0.735649515,428,4.3,0.029425981,1.931782911,4
430,441,11,275,7.5,0.565884242,435.5,4.41,0.062247267,1.994030177,4
441,452,11,305,7.5,0.627617069,446.5,4.52,0.069037878,2.063068055,4
452,471,19,475,7.5,0.565884242,461.5,4.71,0.107518006,2.170586061,4
471,491,20,465,7.5,0.526272345,481,4.91,0.105254469,2.27584053,4
491,505,14,315,7.5,0.509295818,498,5.05,0.071301415,2.347141944,4
505,524,19,435,7.5,0.518230832,514.5,5.24,0.098463858,2.445605802,4
524,546,22,545,7.5,0.56073984,535,5.46,0.123362765,2.568968567,4
546,577,31,775,7.5,0.565884242,561.5,5.77,0.175424115,2.744392682,4
577,600,23,570,7.5,0.56096351,588.5,6,0.129021607,2.873414289,4
600,624,24,615,7.5,0.580031348,612,6.24,0.139207524,3.012621813,4
624,639,15,275,7.5,0.414981778,631.5,6.39,0.062247267,3.07486908,4
639,664,25,560,7.5,0.507032281,651.5,6.64,0.12675807,3.20162715,4
664,690,26,585,7.5,0.509295818,677,6.9,0.132416913,3.334044062,4
690,714,24,565,7.5,0.532874328,702,7.14,0.127889839,3.461933901,4
714,740,26,660,7.5,0.574590154,727,7.4,0.14939344,3.611327341,4
740,761,21,540,7.5,0.582052363,750.5,7.61,0.122230996,3.733558337,4
761,782,21,545,7.5,0.587441737,771.5,7.82,0.123362765,3.856921102,4
782,801,19,480,7.5,0.571840918,791.5,8.01,0.108649774,3.965570877,4
