651026,7536381,1236,0.20,0.453,0.514
651026,7536381,1236,0.40,0.507,0.514
651026,7536381,1236,0.60,0.577,0.514
651026,7536381,1236,0.80,0.468,0.514
651026,7536381,1236,1.00,0.567,0.514
650526,7536410,1320,0.20,0.448,0.480
650526,7536410,1320,0.40,0.458,0.480
650526,7536410,1320,0.60,0.507,0.480
650526,7536410,1320,0.80,0.517,0.480
650526,7536410,1320,0.94,0.469,0.480
650027,7536439,1361,0.20,0.478,0.513
650027,7536439,1361,0.40,0.433,0.513
650027,7536439,1361,0.60,0.527,0.513
650027,7536439,1361,0.80,0.547,0.513
650027,7536439,1361,1.00,0.557,0.513
650027,7536439,1361,1.20,0.507,0.513
650027,7536439,1361,1.25,0.617,0.513
649529,7536467,1397,0.20,0.448,0.489
649529,7536467,1397,0.40,0.433,0.489
649529,7536467,1397,0.60,0.478,0.489
649529,7536467,1397,0.80,0.507,0.489
649529,7536467,1397,1.00,0.517,0.489
649529,7536467,1397,1.20,0.547,0.489
649529,7536467,1397,1.40,0.468,0.489
649529,7536467,1397,1.60,0.517,0.489
648630,7536518,1505,0.20,0.473,0.502
648630,7536518,1505,0.40,0.458,0.502
648630,7536518,1505,0.60,0.507,0.502
648630,7536518,1505,0.80,0.408,0.502
648630,7536518,1505,1.00,0.468,0.502
648630,7536518,1505,1.19,0.620,0.502
648630,7536518,1505,1.43,0.509,0.502
648630,7536518,1505,1.75,0.531,0.502
648630,7536518,1505,2.07,0.523,0.502
648630,7536518,1505,2.39,0.545,0.502
648630,7536518,1505,2.53,0.469,0.502
648630,7536518,1505,2.70,0.479,0.502
648630,7536518,1505,2.89,0.477,0.502
648359,7537035,1612,0.20,0.403,0.548
648359,7537035,1612,0.40,0.428,0.548
648359,7537035,1612,0.60,0.448,0.548
648359,7537035,1612,0.80,0.527,0.548
648359,7537035,1612,1.00,0.547,0.548
648359,7537035,1612,1.30,0.596,0.548
648359,7537035,1612,1.50,0.589,0.548
648359,7537035,1612,1.78,0.597,0.548
648359,7537035,1612,2.00,0.587,0.548
648359,7537035,1612,2.20,0.555,0.548
648359,7537035,1612,2.44,0.623,0.548
648359,7537035,1612,2.57,0.557,0.548
648359,7537035,1612,2.75,0.641,0.548
648359,7537035,1612,2.94,0.524,0.548
