1617633;7537099;210
1617526;7537008;328
1617534;7537106;346
1617520;7536907;410
1617516;7536858;343
1617427;7537015;178
1617434;7537114;161
1617420;7536914;248
1617413;7536815;343
1617409;7536765;349
1617327;7537021;168
1617334;7537121;217
1617341;7537222;298
1617320;7536922;184
1617313;7536823;221
1617306;7536722;408
1617227;7537029;156
1617234;7537127;236
1617241;7537228;365
1617220;7536929;102
1617213;7536829;95
1617206;7536728;238
1617203;7536680;332
1617128;7537036;129
1617134;7537136;234
1617141;7537235;318
1617120;7536936;76
1617113;7536836;80
1617106;7536735;174
1617103;7536686;260
1617028;7537043;133
1617035;7537141;188
1617042;7537242;255
1617021;7536942;150
1617014;7536843;143
1617007;7536743;188
1617003;7536694;338
1616928;7537050;163
1616935;7537150;156
1616942;7537249;216
1616949;7537348;229
1616921;7536949;262
1616914;7536851;348
1616907;7536750;374
1616828;7537057;147
1616835;7537157;84
1616842;7537257;304
1616849;7537355;275
1616821;7536957;210
1616814;7536858;214
1616807;7536757;225
1616800;7536659;358
1616728;7537065;145
1616735;7537164;350
1616743;7537264;184
1616749;7537363;282
1616753;7537413;385
1616721;7536964;77
1616714;7536864;42
1616707;7536765;77
1616700;7536664;194
1616629;7537072;168
1616636;7537171;118
1616643;7537270;165
1616650;7537370;304
1616653;7537420;363
1616622;7536971;95
1616615;7536871;73
1616608;7536772;110
1616601;7536671;123
1616597;7536622;255
1616529;7537078;159
1616536;7537178;138
1616543;7537279;146
1616550;7537376;230
1616522;7536977;140
1616515;7536878;135
1616508;7536779;115
1616501;7536678;47
1616497;7536630;175
1616429;7537084;185
1616436;7537185;130
1616443;7537285;168
1616450;7537384;222
1616454;7537434;195
1616422;7536986;135
1616415;7536885;115
1616408;7536785;75
1616401;7536686;65
1616397;7536636;180
1616329;7537092;156
1616336;7537192;148
1616343;7537292;174
1616350;7537390;299
1616354;7537441;360
1616322;7536992;172
1616315;7536892;173
1616308;7536793;169
1616301;7536693;107
1616294;7536593;174
1616230;7537099;210
1616237;7537200;205
1616244;7537297;204
1616251;7537398;305
1616254;7537448;415
1616223;7536999;113
1616216;7536900;153
1616208;7536800;147
1616201;7536700;112
1616194;7536600;133
1616191;7536549;224
1616130;7537105;217
1616137;7537206;245
1616144;7537306;256
1616151;7537405;345
1616123;7537006;180
1616116;7536907;176
1616109;7536807;116
1616102;7536706;98
1616095;7536607;155
1616091;7536557;256
1616030;7537112;225
1616037;7537213;234
1616044;7537312;260
1616051;7537412;423
1616023;7537013;168
1616016;7536913;140
1616009;7536814;89
1616002;7536714;98
1615995;7536614;204
1615991;7536564;254
1615930;7537119;230
1615937;7537220;279
1615944;7537319;272
1615923;7537020;170
1615916;7536920;110
1615909;7536821;119
1615902;7536721;141
1615895;7536621;180
1615892;7536571;320
1615831;7537127;295
1615838;7537227;346
1615844;7537326;374
1615823;7537027;213
1615816;7536927;183
1615809;7536828;179
1615802;7536728;168
1615795;7536628;382
1615731;7537134;253
1615738;7537234;348
1615745;7537333;335
1615724;7537034;216
1615717;7536935;208
1615710;7536835;217
1615703;7536735;306
1615696;7536635;573
1615631;7537141;353
1615638;7537241;314
1615624;7537041;268
1615617;7536942;297
1615610;7536842;406
1615603;7536742;648
1615531;7537147;432
1615538;7537248;349
1615545;7537348;290
1615524;7537049;510
1615517;7536949;379
1615510;7536849;115
1615503;7536749;368
1615431;7537155;442
1615438;7537255;324
1615446;7537355;522
1615424;7537056;197
1615417;7536956;350
1615410;7536857;187
1615403;7536756;356
1615400;7536706;357
1615332;7537162;420
1615339;7537263;422
1615346;7537362;368
1615353;7537462;450
1615360;7537561;308
1615367;7537661;437
1615325;7537062;347
1615318;7536963;281
1615311;7536864;267
1615303;7536763;319
1615296;7536662;274
1615232;7537169;505
1615239;7537269;612
1615246;7537369;455
1615253;7537469;385
1615260;7537567;359
1615267;7537668;404
1615274;7537768;340
1615225;7537071;441
1615218;7536970;400
1615211;7536870;340
1615204;7536770;325
1615197;7536670;268
1615132;7537175;575
1615139;7537276;777
1615146;7537376;427
1615153;7537476;329
1615160;7537574;468
1615167;7537675;654
1615174;7537775;518
1615181;7537875;496
1615125;7537078;578
1615118;7536977;640
1615111;7536876;491
1615104;7536777;623
1615097;7536677;398
1615032;7537182;712
1615039;7537283;325
1615046;7537383;399
1615053;7537483;418
1615061;7537583;446
1615068;7537682;539
1615074;7537782;708
1615082;7537882;606
1615089;7537981;447
1615025;7537083;778
1615018;7536984;851
1615011;7536883;775
1615004;7536784;720
1614997;7536684;727
1614990;7536585;691
1614933;7537190;669
1614954;7537490;448
1614961;7537590;627
1614968;7537689;489
1614975;7537789;455
1614982;7537889;420
1614989;7537989;577
1614996;7538088;515
1614926;7537090;1088
1614918;7536990;1012
1614911;7536891;1173
1614904;7536791;721
1614897;7536692;675
1614890;7536592;635
1614861;7537596;526
1614868;7537696;535
1614875;7537795;503
1614882;7537896;637
1614889;7537996;624
1614896;7538095;535
1614803;7538202;762
1614761;7537604;314
1614768;7537703;516
1614775;7537802;598
1614782;7537903;610
1614789;7538003;626
1614796;7538102;800
1614640;7537311;800
1614704;7538208;1300
1614647;7537411;885
1614654;7537511;855
1614661;7537610;689
1614668;7537710;685
1614675;7537810;712
1614682;7537910;695
1614689;7538009;612
1614697;7538110;1022
1614548;7537418;1025
1614555;7537518;808
1614562;7537618;781
1614569;7537717;741
1614576;7537817;663
1614583;7537917;750
1614590;7538016;592
