1617633;7537099;228
1617526;7537008;123
1617534;7537106;149
1617520;7536907;110
1617516;7536858;143
1617427;7537015;138
1617434;7537114;155
1617420;7536914;198
1617413;7536815;137
1617409;7536765;155
1617327;7537021;158
1617334;7537121;185
1617341;7537222;167
1617320;7536922;152
1617313;7536823;269
1617306;7536722;174
1617227;7537029;100
1617234;7537127;182
1617241;7537228;202
1617220;7536929;95
1617213;7536829;80
1617206;7536728;222
1617203;7536680;125
1617128;7537036;170
1617134;7537136;198
1617141;7537235;290
1617120;7536936;38
1617113;7536836;43
1617106;7536735;176
1617103;7536686;245
1617028;7537043;148
1617035;7537141;169
1617042;7537242;268
1617021;7536942;117
1617014;7536843;83
1617007;7536743;149
1617003;7536694;272
1616928;7537050;133
1616935;7537150;132
1616942;7537249;194
1616949;7537348;260
1616921;7536949;235
1616914;7536851;286
1616907;7536750;290
1616828;7537057;107
1616835;7537157;18
1616842;7537257;74
1616849;7537355;248
1616821;7536957;179
1616814;7536858;183
1616807;7536757;196
1616800;7536659;339
1616728;7537065;109
1616735;7537164;67
1616743;7537264;167
1616749;7537363;254
1616753;7537413;325
1616721;7536964;55
1616714;7536864;16
1616707;7536765;60
1616700;7536664;198
1616629;7537072;111
1616636;7537171;103
1616643;7537270;194
1616650;7537370;253
1616653;7537420;282
1616622;7536971;77
1616615;7536871;34
1616608;7536772;63
1616601;7536671;92
1616597;7536622;267
1616529;7537078;134
1616536;7537178;133
1616543;7537279;130
1616550;7537376;282
1616553;7537427;222
1616522;7536977;142
1616515;7536878;99
1616508;7536779;59
1616501;7536678;68
1616497;7536630;183
1616429;7537084;138
1616436;7537185;153
1616443;7537285;148
1616450;7537384;219
1616454;7537434;282
1616422;7536986;149
1616415;7536885;108
1616408;7536785;76
1616401;7536686;104
1616397;7536636;92
1616329;7537092;142
1616336;7537192;150
1616343;7537292;193
1616350;7537390;238
1616354;7537441;305
1616322;7536992;139
1616315;7536892;115
1616308;7536793;112
1616301;7536693;76
1616294;7536593;192
1616230;7537099;172
1616237;7537200;185
1616244;7537297;199
1616251;7537398;130
1616254;7537448;223
1616223;7536999;148
1616216;7536900;142
1616208;7536800;117
1616201;7536700;58
1616194;7536600;151
1616191;7536549;198
1616130;7537105;175
1616137;7537206;215
1616144;7537306;118
1616151;7537405;270
1616123;7537006;167
1616116;7536907;109
1616109;7536807;77
1616102;7536706;49
1616095;7536607;131
1616091;7536557;104
1616030;7537112;215
1616037;7537213;240
1616044;7537312;230
1616051;7537412;424
1616023;7537013;165
1616016;7536913;115
1616009;7536814;67
1616002;7536714;58
1615995;7536614;174
1615991;7536564;210
1615930;7537119;256
1615937;7537220;279
1615944;7537319;297
1615923;7537020;173
1615916;7536920;120
1615909;7536821;83
1615902;7536721;130
1615895;7536621;172
1615892;7536571;191
1615831;7537127;229
1615838;7537227;264
1615844;7537326;418
1615823;7537027;154
1615816;7536927;113
1615809;7536828;128
1615802;7536728;171
1615795;7536628;285
1615731;7537134;221
1615738;7537234;193
1615745;7537333;231
1615724;7537034;142
1615717;7536935;150
1615710;7536835;154
1615703;7536735;284
1615696;7536635;251
1615631;7537141;292
1615638;7537241;257
1615624;7537041;216
1615617;7536942;264
1615610;7536842;276
1615531;7537147;395
1615538;7537248;306
1615545;7537348;280
1615524;7537049;305
1615517;7536949;265
1615510;7536849;70
1615503;7536749;280
1615431;7537155;379
1615438;7537255;257
1615446;7537355;230
1615424;7537056;20
1615410;7536857;205
1615403;7536756;175
1615332;7537162;295
1615339;7537263;371
1615353;7537462;283
1615360;7537561;233
1615367;7537661;459
1615325;7537062;271
1615318;7536963;150
1615311;7536864;215
1615303;7536763;140
1615296;7536662;260
1615232;7537169;343
1615239;7537269;395
1615246;7537369;400
1615253;7537469;300
1615260;7537567;201
1615267;7537668;323
1615274;7537768;315
1615225;7537071;250
1615218;7536970;265
1615211;7536870;200
1615204;7536770;160
1615197;7536670;190
1615132;7537175;351
1615139;7537276;510
1615146;7537376;380
1615153;7537476;258
1615160;7537574;305
1615167;7537675;342
1615174;7537775;342
1615181;7537875;339
1615125;7537078;323
1615118;7536977;320
1615111;7536876;250
1615104;7536777;220
1615097;7536677;190
1615032;7537182;371
1615039;7537283;590
1615046;7537383;346
1615053;7537483;372
1615061;7537583;200
1615068;7537682;372
1615074;7537782;412
1615082;7537882;399
1615089;7537981;331
1615025;7537083;315
1615018;7536984;400
1615011;7536883;380
1615004;7536784;375
1614997;7536684;285
1614933;7537190;479
1614940;7537290;645
1614954;7537490;405
1614961;7537590;432
1614968;7537689;470
1614975;7537789;433
1614982;7537889;333
1614989;7537989;345
1614996;7538088;630
1614926;7537090;632
1614918;7536990;675
1614911;7536891;580
1614904;7536791;485
1614897;7536692;330
1614890;7536592;320
1614861;7537596;675
1614868;7537696;502
1614875;7537795;412
1614882;7537896;484
1614889;7537996;475
1614896;7538095;454
1614803;7538202;663
1614761;7537604;513
1614768;7537703;466
1614775;7537802;455
1614782;7537903;467
1614789;7538003;466
1614796;7538102;490
1614640;7537311;765
1614647;7537411;830
1614654;7537511;405
1614661;7537610;530
1614668;7537710;680
1614675;7537810;510
1614682;7537910;578
1614689;7538009;520
1614697;7538110;440
1614548;7537418;1100
1614555;7537518;820
1614562;7537618;720
1614569;7537717;795
1614576;7537817;875
1614583;7537917;855
1614590;7538016;690
