1617633;7537099;415
1617526;7537008;195
1617534;7537106;347
1617520;7536907;251
1617516;7536858;267
1617427;7537015;98
1617434;7537114;101
1617420;7536914;149
1617413;7536815;215
1617409;7536765;259
1617327;7537021;81
1617334;7537121;45
1617341;7537222;263
1617320;7536922;151
1617313;7536823;190
1617306;7536722;240
1617227;7537029;72
1617234;7537127;143
1617241;7537228;244
1617220;7536929;67
1617213;7536829;69
1617206;7536728;171
1617203;7536680;193
1617128;7537036;87
1617134;7537136;162
1617141;7537235;240
1617120;7536936;36
1617113;7536836;40
1617106;7536735;113
1617103;7536686;190
1617028;7537043;103
1617035;7537141;115
1617042;7537242;177
1617021;7536942;109
1617014;7536843;114
1617007;7536743;140
1617003;7536694;218
1616928;7537050;103
1616935;7537150;81
1616942;7537249;93
1616949;7537348;250
1616921;7536949;205
1616914;7536851;205
1616907;7536750;204
1616828;7537057;38
1616835;7537157;5
1616842;7537257;8
1616849;7537355;195
1616821;7536957;115
1616814;7536858;170
1616807;7536757;171
1616800;7536659;173
1616728;7537065;63
1616735;7537164;14
1616743;7537264;65
1616749;7537363;174
1616721;7536964;16
1616707;7536765;50
1616700;7536664;138
1616629;7537072;60
1616636;7537171;65
1616643;7537270;82
1616650;7537370;175
1616622;7536971;50
1616615;7536871;43
1616608;7536772;60
1616601;7536671;77
1616529;7537078;72
1616536;7537178;45
1616543;7537279;145
1616550;7537376;145
1616522;7536977;98
1616515;7536878;73
1616508;7536779;110
1616501;7536678;50
1616429;7537084;84
1616436;7537185;98
1616443;7537285;95
1616450;7537384;140
1616422;7536986;100
1616415;7536885;95
1616408;7536785;92
1616401;7536686;78
1616329;7537092;100
1616336;7537192;110
1616343;7537292;130
1616350;7537390;150
1616322;7536992;105
1616315;7536892;98
1616308;7536793;111
1616301;7536693;88
1616294;7536593;155
1616230;7537099;110
1616237;7537200;130
1616244;7537297;142
1616251;7537398;163
1616223;7536999;100
1616216;7536900;108
1616208;7536800;118
1616201;7536700;96
1616194;7536600;102
1616130;7537105;140
1616137;7537206;135
1616144;7537306;156
1616151;7537405;239
1616123;7537006;123
1616116;7536907;108
1616109;7536807;90
1616102;7536706;91
1616095;7536607;106
1616030;7537112;159
1616037;7537213;168
1616044;7537312;180
1616023;7537013;133
1616016;7536913;132
1616009;7536814;102
1616002;7536714;100
1615995;7536614;143
1615930;7537119;165
1615937;7537220;187
1615944;7537319;215
1615923;7537020;150
1615916;7536920;119
1615909;7536821;118
1615902;7536721;169
1615895;7536621;168
1615831;7537127;178
1615838;7537227;205
1615844;7537326;248
1615823;7537027;140
1615816;7536927;134
1615809;7536828;132
1615802;7536728;161
1615795;7536628;218
1615731;7537134;197
1615738;7537234;212
1615745;7537333;233
1615724;7537034;155
1615717;7536935;175
1615710;7536835;155
1615703;7536735;177
1615696;7536635;310
1615631;7537141;240
1615638;7537241;220
1615624;7537041;170
1615617;7536942;225
1615610;7536842;210
1615603;7536742;345
1615531;7537147;226
1615538;7537248;252
1615545;7537348;122
1615524;7537049;192
1615517;7536949;172
1615503;7536749;170
1615431;7537155;245
1615438;7537255;217
1615446;7537355;203
1615424;7537056;93
1615417;7536956;15
1615410;7536857;196
1615403;7536756;193
1615400;7536706;245
1615332;7537162;271
1615339;7537263;265
1615346;7537362;251
1615353;7537462;235
1615360;7537561;201
1615367;7537661;252
1615325;7537062;169
1615318;7536963;130
1615311;7536864;132
1615303;7536763;185
1615296;7536662;192
1615232;7537169;273
1615239;7537269;285
1615246;7537369;280
1615253;7537469;263
1615260;7537567;255
1615267;7537668;199
1615274;7537768;258
1615225;7537071;241
1615218;7536970;232
1615211;7536870;223
1615204;7536770;198
1615197;7536670;192
1615132;7537175;280
1615139;7537276;351
1615146;7537376;274
1615153;7537476;209
1615160;7537574;342
1615167;7537675;305
1615174;7537775;263
1615181;7537875;475
1615125;7537078;290
1615118;7536977;361
1615111;7536876;279
1615104;7536777;255
1615097;7536677;250
1615032;7537182;299
1615039;7537283;324
1615046;7537383;281
1615053;7537483;269
1615068;7537682;238
1615074;7537782;315
1615082;7537882;320
1615089;7537981;486
1615025;7537083;325
1615018;7536984;352
1615011;7536883;305
1615004;7536784;295
1614997;7536684;378
1614990;7536585;283
1614933;7537190;565
1614940;7537290;336
1614968;7537689;312
1614975;7537789;310
1614982;7537889;273
1614989;7537989;320
1614996;7538088;645
1614926;7537090;378
1614918;7536990;405
1614911;7536891;377
1614904;7536791;360
1614897;7536692;350
1614890;7536592;325
1614861;7537596;355
1614868;7537696;335
1614875;7537795;313
1614882;7537896;350
1614889;7537996;333
1614896;7538095;313
1614803;7538202;905
1614761;7537604;338
1614768;7537703;334
1614775;7537802;332
1614782;7537903;358
1614789;7538003;351
1614796;7538102;378
1614640;7537311;568
1614647;7537411;723
1614654;7537511;495
1614661;7537610;385
1614668;7537710;355
1614675;7537810;378
1614682;7537910;380
1614689;7538009;380
1614697;7538110;705
1614548;7537418;935
1614555;7537518;555
1614562;7537618;460
1614569;7537717;561
1614576;7537817;563
1614583;7537917;600
1614590;7538016;629
