651330.5427,7536462.614,190
651224.77,7536370.254,195
651231.489,7536468.321,255
651220.0893,7536269.214,210
651216.7298,7536220.18,260
651125.7163,7536375.96,270
651131.4226,7536475.014,215
651120.036,7536274.907,271.25
651114.3296,7536175.853,295
651110.9831,7536125.82,230
651025.676,7536380.654,225
651031.3693,7536480.707,280
651037.0496,7536581.76,120
651019.9696,7536281.6,250
651014.2632,7536182.546,295
651008.5829,7536081.493,275
650925.6096,7536387.347,155
650931.329,7536485.401,245
650937.0093,7536586.454,230
650919.9163,7536287.293,130
650914.223,7536187.24,140
650908.5427,7536086.187,290
650906.1697,7536038.166,240
650826.556,7536393.053,165
650831.2496,7536493.093,130
650836.956,7536592.147,325
650819.863,7536292.987,90
650814.1697,7536192.933,50
650808.4894,7536091.881,170
650806.1295,7536042.86,250
650726.5027,7536398.746,170
650732.2221,7536496.8,280
650737.9023,7536597.853,233.75
650743.6087,7536696.907,235
650720.8224,7536297.694,125
650715.116,7536198.64,140
650709.4227,7536098.587,280
650706.0631,7536049.553,260
650626.4494,7536404.44,175
650632.1427,7536504.493,175
650637.849,7536603.547,260
650643.5554,7536702.6,270
650620.7691,7536303.387,290
650615.0497,7536205.333,160
650609.3694,7536104.28,290
650603.663,7536005.226,210
650526.3961,7536410.133,135
650532.0894,7536510.186,105
650537.7827,7536610.24,150
650543.5021,7536708.294,286.25
650520.7028,7536310.08,285
650514.9964,7536211.026,265
650509.3161,7536109.973,276.25
650503.5967,7536011.919,115
650426.3298,7536416.826,195
650432.0361,7536515.88,145
650438.7291,7536615.946,235
650443.4358,7536714.987,285
650446.7822,7536765.02,305
650420.6495,7536315.773,150
650414.9562,7536215.72,130
650409.2498,7536116.666,110
650403.5695,7536015.613,255
650327.2762,7536422.532,200
650332.9825,7536521.586,165
650338.6889,7536620.64,210
650344.3822,7536720.693,350
650346.729,7536770.713,335
650321.5959,7536321.479,105
650315.9025,7536221.426,95
650310.1962,7536122.373,65
650304.5159,7536021.32,125
650301.1563,7535972.286,340
650227.2359,7536427.226,205
650232.9293,7536527.279,200
650238.6095,7536628.332,215
650244.3419,7536725.387,300
650246.6757,7536776.406,200
650221.5557,7536326.173,180
650215.8493,7536227.12,120
650210.1429,7536128.066,120
650204.4626,7536027.013,105
650201.09,7535978.979,205
650127.1957,7536431.92,230
650132.876,7536532.973,245
650138.5693,7536633.026,220
650144.2757,7536732.079,165
650147.6221,7536782.113,350
650121.4763,7536333.866,200
650115.7961,7536232.813,145
650110.1027,7536132.76,110
650104.3963,7536033.706,135
650101.0498,7535983.673,195
650027.1295,7536438.613,265
650032.8228,7536538.666,255
650038.5161,7536638.719,315
650044.2355,7536736.773,511.25
650047.5689,7536787.806,255
650021.4362,7536338.559,215
650015.7428,7536238.506,170
650010.0364,7536139.453,125
650004.3431,7536039.399,120
649998.6497,7535939.346,275
649928.0759,7536444.319,270
649933.7561,7536545.372,290
649939.4886,7536642.426,335
649945.1688,7536743.479,185
649947.5156,7536793.499,355
649922.3825,7536344.266,225
649916.6762,7536245.212,195
649909.9832,7536145.146,170
649904.2899,7536045.093,155
649898.5965,7535945.04,200
649896.2627,7535894.02,225
649828.0357,7536449.013,295
649833.716,7536550.066,330
649839.4093,7536650.119,405
649845.1156,7536749.172,456.25
649822.3293,7536349.959,195
649816.623,7536250.906,170
649810.9296,7536150.852,165
649805.2493,7536049.8,105
649799.5429,7535950.746,205
649796.1964,7535900.713,295
649727.9825,7536454.706,335
649733.6628,7536555.759,200
649739.3691,7536654.812,210
649745.0624,7536754.866,530
649722.2761,7536355.652,250
649716.5828,7536255.599,170
649710.8764,7536156.546,160
649705.1831,7536056.492,170
649699.4897,7535956.439,245
649696.1432,7535906.406,365
649627.9293,7536460.399,370
649633.6095,7536561.452,410
649639.3159,7536660.506,315
649622.2229,7536361.346,250
649616.5296,7536261.293,185
649610.8232,7536162.239,175
649605.1299,7536062.186,200
649599.4365,7535962.133,315
649597.0897,7535912.113,390
649528.8627,7536467.105,360
649534.556,7536567.159,440
649539.2627,7536666.199,446.25
649522.1697,7536367.039,250
649516.4764,7536266.986,185
649510.77,7536167.932,220
649505.0767,7536067.879,245
649499.3833,7535967.826,406.25
649428.8095,7536472.799,275
649434.5028,7536572.852,405
649423.1162,7536372.745,240
649417.4098,7536273.692,230
649411.7165,7536173.639,215
649406.0231,7536073.586,310
649400.3298,7535973.532,585
649328.7563,7536478.492,447.5
649334.4496,7536578.545,375
649323.063,7536378.439,270
649317.3566,7536279.385,367.5
649311.6633,7536179.332,365
649305.97,7536079.279,300
649228.7162,7536483.186,430
649234.3964,7536584.238,375
649240.0897,7536684.292,355
649222.9968,7536385.132,355
649217.3035,7536285.079,495
649211.6101,7536185.025,360
649205.9168,7536084.972,450
649128.65,7536489.879,430
649134.3433,7536589.932,410
649141.0362,7536689.998,425
649111.5439,7536191.718,130
649105.8636,7536090.666,285
649029.5964,7536495.585,385
649035.2767,7536596.638,415
649040.9831,7536695.691,350
649046.6763,7536795.744,410
649052.3827,7536894.798,510
649012.4904,7536197.425,230
649005.8105,7536096.359,260
649000.1302,7535995.306,295
648929.5433,7536501.278,425
648935.2366,7536601.331,795
648940.9299,7536701.385,515
648946.6232,7536801.438,390
648952.3426,7536899.492,345
648958.0228,7537000.544,425
648963.7161,7537100.597,425
648923.8239,7536403.224,355
648918.1436,7536302.172,305
648912.4503,7536202.118,305
648906.757,7536102.065,270
648901.0636,7536002.012,295
648829.5032,7536505.972,605
648835.1835,7536607.025,720
648840.8768,7536707.078,465
648846.5701,7536807.131,345
648852.2894,7536905.185,575
648857.9697,7537006.238,415
648863.6629,7537106.291,425
648869.3562,7537206.344,475
648823.7708,7536408.918,470
648818.0905,7536307.865,420
648812.4102,7536206.812,410
648806.7038,7536107.759,360
648801.0105,7536007.706,335
648795.3041,7535908.652,230
648729.4501,7536511.665,525
648735.1304,7536612.718,755
648740.8236,7536712.771,550
648746.5169,7536812.824,495
648753.2098,7536912.89,305
648763.6098,7537111.984,590
648770.3027,7537212.05,510
648776.009,7537311.104,450
648723.7437,7536412.612,615
648718.0374,7536313.558,455
648712.3571,7536212.505,515
648706.6507,7536113.452,545
648700.9574,7536013.399,395
648695.251,7535914.345,360
648630.3835,7536518.371,590
648636.0769,7536618.424,755
648641.7701,7536718.477,420
648647.4634,7536818.531,485
648653.1567,7536918.584,385
648658.863,7537017.637,505
648664.5563,7537117.69,495
648670.2495,7537217.743,475
648675.9428,7537317.797,480
648681.6491,7537416.85,460
648624.6902,7536418.318,680
648617.9973,7536318.252,615
648612.2909,7536219.198,650
648606.5976,7536119.145,600
648600.8912,7536020.092,630
648595.1979,7535920.039,365
648587.2892,7537522.596,570
648553.1166,7536923.277,580
648558.8099,7537023.33,635
648564.5162,7537122.384,640
648570.1964,7537223.437,835
648575.8897,7537323.49,565
648581.596,7537422.543,835
648487.2361,7537528.29,600
648441.6639,7536729.864,770
648447.3572,7536829.917,650
648453.0505,7536929.97,775
648458.7568,7537029.024,580
648464.4631,7537128.077,585
648470.1433,7537229.13,745
648475.8366,7537329.183,710
648481.5428,7537428.236,890
648388.1956,7537532.996,780
648347.3041,7536835.61,910
648353.0104,7536934.664,900
648358.7037,7537034.717,715
648364.397,7537134.77,1040
648375.7965,7537333.877,875
648382.4763,7537434.942,1015
648288.1425,7537538.689,1200
648271.0368,7537240.529,1000
648276.743,7537339.583,900
648282.4232,7537440.636,1145
