651325,7536365,NaN,
651331,7536463,495,
651225,7536370,489,
651231,7536468,140,
651220,7536269,530,
651217,7536220,475,
651126,7536376,309,
651131,7536475,397,
651120,7536275,395,
651114,7536176,540,
651111,7536126,345,
651026,7536381,322,
651031,7536481,319,
651037,7536582,129,
651020,7536282,289,
651014,7536183,400,
651009,7536081,220,
650926,7536387,278,
650931,7536485,339,
650937,7536586,470,
650940,7536636,NaN,
650920,7536287,221,
650914,7536187,227,
650909,7536086,372,
650906,7536038,440,
650827,7536393,222,
650831,7536493,278,
650837,7536592,491,
650820,7536293,197,
650814,7536193,107,
650808,7536092,243,
650806,7536043,328,
650727,7536399,218,
650732,7536497,336,
650738,7536598,450,
650744,7536697,535,
650721,7536298,235,
650715,7536199,186,
650709,7536099,325,
650706,7536050,474,
650626,7536404,224,
650632,7536504,242,
650638,7536604,305,
650644,7536703,205,
650621,7536303,352,
650615,7536205,406,
650609,7536104,410,
650604,7536005,369,
650526,7536410,255,
650532,7536510,194,
650538,7536610,250,
650544,7536708,353,
650521,7536310,321,
650515,7536211,390,
650509,7536110,423,
650504,7536012,445,
650426,7536417,235,
650432,7536516,252,
650439,7536616,256,
650443,7536715,391,
650447,7536765,460,
650421,7536316,210,
650415,7536216,224,
650409,7536117,172,
650404,7536016,407,
650327,7536423,247,
650333,7536522,219,
650339,7536621,246,
650344,7536721,391,
650347,7536771,571,
650322,7536321,185,
650316,7536221,229,
650310,7536122,188,
650305,7536021,223,
650301,7535972,486,
650227,7536427,265,
650233,7536527,251,
650239,7536628,256,
650244,7536725,366,
650247,7536776,460,
650222,7536326,264,
650216,7536227,220,
650210,7536128,200,
650204,7536027,214,
650201,7535979,301,
650127,7536432,305,
650133,7536533,306,
650139,7536633,276,
650144,7536732,341,
650148,7536782,509,
650121,7536334,256,
650116,7536233,245,
650110,7536133,181,
650104,7536034,163,
650101,7535984,230,
650027,7536439,292,
650033,7536539,301,
650039,7536639,333,
650044,7536737,347,
650048,7536788,722,
650021,7536339,267,
650016,7536239,243,
650010,7536139,239,
650004,7536039,210,
649999,7535939,355,
649928,7536444,300,
649934,7536545,215,
649939,7536642,340,
649945,7536743,430,
649948,7536793,NaN,
649922,7536344,305,
649917,7536245,298,
649910,7536145,285,
649904,7536045,225,
649899,7535945,287,
649896,7535894,365,
649828,7536449,324,
649834,7536550,342,
649839,7536650,335,
649845,7536749,422,
649822,7536350,300,
649817,7536251,255,
649811,7536151,258,
649805,7536050,183,
649800,7535951,255,
649796,7535901,420,
649728,7536455,340,
649734,7536556,352,
649739,7536655,470,
649745,7536755,562,
649722,7536356,334,
649717,7536256,248,
649711,7536157,238,
649705,7536056,225,
649699,7535956,303,
649696,7535906,490,
649628,7536460,375,
649634,7536561,410,
649639,7536661,270,
649622,7536361,335,
649617,7536261,300,
649611,7536162,252,
649605,7536062,275,
649599,7535962,468,
649597,7535912,520,
649529,7536467,409,
649535,7536567,419,
649539,7536666,490,
649522,7536367,315,
649516,7536267,275,
649511,7536168,279,
649505,7536068,310,
649499,7535968,475,
649497,7535918,NaN,
649429,7536473,260,
649435,7536573,429,
649440,7536672,382,
649423,7536373,323,
649417,7536274,312,
649412,7536174,304,
649406,7536074,371,
649400,7535974,375,
649329,7536478,476,
649334,7536579,420,
649340,7536679,381,
649323,7536378,350,
649317,7536279,439,
649312,7536179,438,
649306,7536079,640,
649303,7536029,NaN,
649229,7536483,452,
649234,7536584,429,
649240,7536684,350,
649246,7536785,641,
649223,7536385,421,
649217,7536285,452,
649212,7536185,478,
649206,7536085,499,
649203,7536035,NaN,
649129,7536490,345,
649134,7536590,430,
649141,7536690,362,
649147,7536790,400,
649151,7536889,680,
649123,7536391,192,
649117,7536291,170,
649112,7536192,245,
649106,7536091,481,
649104,7536041,390,
649030,7536496,535,
649035,7536597,490,
649041,7536696,387,
649047,7536796,395,
649052,7536895,407,
649058,7536995,NaN,
649024,7536396,268,
649018,7536296,451,
649012,7536197,305,
649006,7536096,335,
649000,7535995,344,
648998,7535947,NaN,
648930,7536501,471,
648935,7536601,565,
648941,7536701,547,
648947,7536801,450,
648952,7536899,325,
648958,7537001,455,
648964,7537101,469,
648924,7536403,463,
648918,7536302,426,
648912,7536202,425,
648907,7536102,391,
648901,7536002,379,
648895,7535903,NaN,
648892,7535853,NaN,
648830,7536506,505,
648835,7536607,565,
648841,7536707,494,
648847,7536807,355,
648852,7536905,538,
648858,7537006,407,
648864,7537106,475,
648869,7537206,463,
648824,7536409,510,
648818,7536308,525,
648812,7536207,537,
648807,7536108,610,
648801,7536008,525,
648795,7535909,398,
648790,7535809,647,
648784,7535709,NaN,
648729,7536512,553,
648735,7536613,603,
648741,7536713,501,
648747,7536813,470,
648753,7536913,468,
648759,7537012,475,
648764,7537112,568,
648770,7537212,515,
648776,7537311,448,
648724,7536413,625,
648718,7536314,658,
648712,7536213,520,
648707,7536113,672,
648701,7536013,560,
648695,7535914,500,
648690,7535814,427,
648684,7535714,NaN,
648630,7536518,615,
648636,7536618,NaN,
648642,7536718,494,
648647,7536819,299,
648653,7536919,NaN,
648659,7537018,NaN,
648665,7537118,NaN,
648670,7537218,500,
648676,7537318,507,
648682,7537417,500,
648625,7536418,531,
648618,7536318,650,
648612,7536219,465,
648607,7536119,676,
648601,7536020,451,
648595,7535920,530,
648590,7535820,508,
648584,7535720,402,
648530,7536525,NaN,
648587,7537523,590,
648542,7536723,337,
648547,7536824,500,
648553,7536923,525,
648559,7537023,612,
648565,7537122,560,
648570,7537223,621,
648576,7537323,579,
648582,7537423,618,
648525,7536424,503,
648519,7536325,569,
648513,7536225,720,
648508,7536125,247,
648502,7536026,480,
648496,7535926,230,
648490,7535826,419,
648484,7535726,386,
648436,7536630,NaN,
648487,7537528,460,
648442,7536730,383,
648447,7536830,486,
648453,7536930,609,
648459,7537029,604,
648464,7537128,573,
648470,7537229,588,
648476,7537329,582,
648482,7537428,718,
648419,7536331,NaN,
648413,7536230,NaN,
648407,7536131,362,
648402,7536031,527,
648396,7535931,407,
648390,7535830,400,
648336,7536636,354,
648388,7537533,551,
648342,7536736,577,
648347,7536836,482,
648353,7536935,403,
648359,7537035,656,
648364,7537135,660,
648370,7537235,681,
648376,7537334,694,
648382,7537435,888,
648313,7536235,578,
648307,7536136,370,
648302,7536037,385,
648296,7535937,342,
648237,7536640,610,
648288,7537539,NaN,
648243,7536741,584,
648248,7536841,580,
648254,7536941,715,
648260,7537040,418,
648265,7537140,415,
648271,7537241,556,
648277,7537340,418,
648282,7537441,478,
648148,7536847,NaN,
648154,7536947,NaN,
648160,7537045,NaN,
648165,7537146,781,
648171,7537246,831,
