649499,7535968,365
648370,7537235,562
649317,7536279,305
648382,7537435,575
649999,7535939,300
648359,7537035,544
648570,7537223,525
649828,7536449,220
648770,7537212,472
649511,7536168,205
648818,7536308,460
649839,7536650,265
648559,7537023,519
649006,7536096,240
648807,7536108,340
648759,7537012,434
650127,7536432,175
649516,7536267,205
650305,7536021,230
648630,7536518,611
648830,7536506,470
650021,7536339,180
650044,7536737,222
649717,7536256,170
648612,7536219,710
650709,7536099,268
650521,7536310,230
650010,7536139,163
650727,7536399,169
650339,7536621,140
648958,7537001,350
648595,7535920,600
650515,7536211,287
648841,7536707,448
650426,7536417,145
649129,7536490,310
650327,7536423,145
649047,7536796,310
650509,7536110,305
649505,7536068,205
650926,7536387,115
649522,7536367,240
650039,7536639,209
649529,7536467,295
649329,7536478,335
650544,7536708,249
649728,7536455,230
649699,7535956,235
649429,7536473,280
650738,7536598,360
650721,7536298,140
650909,7536086,328
649539,7536666,360
650310,7536122,138
649845,7536749,365
650344,7536721,280
650626,7536404,176
649628,7536460,270
650526,7536410,138
651120,7536275,315
649705,7536056,140
650532,7536510,85
650538,7536610,109
650914,7536187,168
650322,7536321,105
650827,7536393,148
649928,7536444,185
651026,7536381,195
650920,7536287,150
650027,7536439,179
650931,7536485,255
650227,7536427,150
651131,7536475,330
651126,7536376,227
651325,7536365,NaN
651331,7536463,234
651225,7536370,346
651231,7536468,154
651220,7536269,385
651114,7536176,455
651031,7536481,255
651037,7536582,50
651020,7536282,155
651014,7536183,305
651009,7536081,55
650937,7536586,445
650831,7536493,216
650837,7536592,175
650820,7536293,141
650814,7536193,76
650808,7536092,255
650732,7536497,220
650744,7536697,380
650715,7536199,162
650706,7536050,332
650632,7536504,150
650638,7536604,211
650644,7536703,275
650621,7536303,390
650615,7536205,285
650609,7536104,324
650604,7536005,395
650432,7536516,128
650439,7536616,146
650443,7536715,275
650447,7536765,375
650421,7536316,107
650415,7536216,106
650409,7536117,141
650404,7536016,345
650333,7536522,117
650347,7536771,330
650316,7536221,85
650301,7535972,277
650233,7536527,141
650239,7536628,110
650244,7536725,230
650247,7536776,302
650222,7536326,96
650216,7536227,141
650210,7536128,140
650204,7536027,159
650201,7535979,240
650133,7536533,175
650139,7536633,158
650144,7536732,215
650148,7536782,398
650121,7536334,157
650116,7536233,150
650110,7536133,91
650104,7536034,128
650101,7535984,200
650033,7536539,176
650048,7536788,372
650016,7536239,145
650004,7536039,152
649934,7536545,209
649939,7536642,231
649945,7536743,297
649948,7536793,335
649922,7536344,185
649917,7536245,195
649910,7536145,225
649904,7536045,170
649899,7535945,225
649896,7535894,300
649834,7536550,235
649822,7536350,210
649817,7536251,180
649811,7536151,160
649805,7536050,125
649800,7535951,215
649796,7535901,300
649734,7536556,262
649739,7536655,270
649745,7536755,495
649722,7536356,215
649711,7536157,160
649696,7535906,335
649634,7536561,300
649639,7536661,400
649622,7536361,230
649617,7536261,195
649611,7536162,145
649605,7536062,150
649599,7535962,150
649597,7535912,345
649535,7536567,285
649435,7536573,310
649440,7536672,440
649423,7536373,230
649417,7536274,215
649412,7536174,200
649406,7536074,245
649400,7535974,485
649334,7536579,315
649340,7536679,168
649323,7536378,260
649312,7536179,325
649306,7536079,650
649229,7536483,365
649234,7536584,345
649240,7536684,292
649246,7536785,520
649223,7536385,319
649217,7536285,444
649212,7536185,248
649206,7536085,413
649134,7536590,330
649141,7536690,330
649147,7536790,300
649123,7536391,325
649117,7536291,160
649112,7536192,210
649106,7536091,385
649104,7536041,345
649030,7536496,399
649035,7536597,309
649041,7536696,325
649052,7536895,366
649024,7536396,290
649018,7536296,217
649012,7536197,242
649000,7535995,278
648930,7536501,430
648935,7536601,475
648941,7536701,615
648947,7536801,400
648952,7536899,306
648964,7537101,373
648924,7536403,365
648918,7536302,415
648912,7536202,355
648907,7536102,280
648901,7536002,290
648895,7535903,280
648835,7536607,336
648847,7536807,335
648852,7536905,468
648858,7537006,356
648864,7537106,398
648869,7537206,422
648824,7536409,425
648812,7536207,387
648801,7536008,305
648795,7535909,280
648790,7535809,492
648729,7536512,515
648735,7536613,540
648741,7536713,400
648747,7536813,420
648753,7536913,425
648764,7537112,468
648776,7537311,413
648724,7536413,535
648718,7536314,455
648712,7536213,410
648707,7536113,510
648701,7536013,550
648695,7535914,530
648636,7536618,540
648642,7536718,387
648647,7536819,406
648653,7536919,449
648659,7537018,493
648665,7537118,455
648670,7537218,442
648676,7537318,591
648682,7537417,705
648625,7536418,440
648618,7536318,586
648607,7536119,507
648601,7536020,572
648587,7537523,435
648547,7536824,591
648553,7536923,430
648565,7537122,460
648576,7537323,500
648582,7537423,595
648525,7536424,580
648436,7536630,520
648487,7537528,685
648442,7536730,605
648447,7536830,470
648453,7536930,535
648459,7537029,485
648464,7537128,740
648470,7537229,470
648476,7537329,490
648482,7537428,550
648336,7536636,600
648388,7537533,695
648342,7536736,900
648347,7536836,560
648353,7536935,730
648364,7537135,610
648376,7537334,525
648243,7536741,836
648248,7536841,518
648254,7536941,711
648260,7537040,787
648265,7537140,740
648271,7537241,580
648277,7537340,569
648282,7537441,711
648171,7537246,787
